=== Hyperparameter Optimization Results ===

### RNN Model ###
RNN | vocab_min_freq=1, hidden_dim=200, lr=0.001, clip=0.25, freeze=True -> val_acc=0.8237, val_loss=0.4548, val_f1=0.8210
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.001, clip=1.0, freeze=True -> val_acc=0.7419, val_loss=0.5831, val_f1=0.7682
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.001, clip=1.0, freeze=False -> val_acc=0.7957, val_loss=0.9702, val_f1=0.7847
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.001, clip=5.0, freeze=True -> val_acc=0.7452, val_loss=0.5334, val_f1=0.7673
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.001, clip=5.0, freeze=False -> val_acc=0.7776, val_loss=0.9593, val_f1=0.7538
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.7924, val_loss=0.4421, val_f1=0.7921
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.8083, val_loss=0.4515, val_f1=0.7909
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.7919, val_loss=0.4429, val_f1=0.7932
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.8133, val_loss=0.4298, val_f1=0.7983
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.7869, val_loss=0.4476, val_f1=0.7880
Baseline | vocab_min_freq=1, hidden_dim=300, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.8155, val_loss=0.4117, val_f1=0.8033
Baseline | vocab_min_freq=1, hidden_dim=300, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.7732, val_loss=0.4537, val_f1=0.7563
Baseline | vocab_min_freq=1, hidden_dim=300, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.7880, val_loss=0.4384, val_f1=0.7658
Baseline | vocab_min_freq=1, hidden_dim=300, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.7809, val_loss=0.4504, val_f1=0.7668
Baseline | vocab_min_freq=1, hidden_dim=300, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.7941, val_loss=0.4327, val_f1=0.7740
Baseline | vocab_min_freq=1, hidden_dim=300, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.7858, val_loss=0.4501, val_f1=0.7709
Baseline | vocab_min_freq=1, hidden_dim=300, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.7946, val_loss=0.4250, val_f1=0.7733
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.001, clip=0.25, freeze=True -> val_acc=0.7364, val_loss=0.5192, val_f1=0.7408
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.001, clip=0.25, freeze=False -> val_acc=0.8083, val_loss=1.1078, val_f1=0.8143
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.001, clip=1.0, freeze=True -> val_acc=0.7353, val_loss=0.5942, val_f1=0.7460
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.001, clip=1.0, freeze=False -> val_acc=0.8122, val_loss=0.8690, val_f1=0.8037
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.001, clip=5.0, freeze=True -> val_acc=0.7282, val_loss=0.5718, val_f1=0.7291
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.001, clip=5.0, freeze=False -> val_acc=0.8067, val_loss=0.9721, val_f1=0.8022
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.7897, val_loss=0.4445, val_f1=0.7951
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.7908, val_loss=0.4754, val_f1=0.7667
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.7864, val_loss=0.4456, val_f1=0.7925
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.7875, val_loss=0.4762, val_f1=0.7598
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.7864, val_loss=0.4472, val_f1=0.7880
Baseline | vocab_min_freq=1, hidden_dim=400, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.7935, val_loss=0.4544, val_f1=0.7653
Baseline | vocab_min_freq=1, hidden_dim=400, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.7875, val_loss=0.4415, val_f1=0.7872
Baseline | vocab_min_freq=1, hidden_dim=400, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.7979, val_loss=0.4222, val_f1=0.7860
Baseline | vocab_min_freq=1, hidden_dim=400, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.7891, val_loss=0.4413, val_f1=0.7892
Baseline | vocab_min_freq=1, hidden_dim=400, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.7946, val_loss=0.4220, val_f1=0.7787
Baseline | vocab_min_freq=1, hidden_dim=400, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.7880, val_loss=0.4435, val_f1=0.7877
Baseline | vocab_min_freq=1, hidden_dim=400, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.7968, val_loss=0.4137, val_f1=0.7808
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.001, clip=0.25, freeze=True -> val_acc=0.6557, val_loss=0.6177, val_f1=0.7335
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.001, clip=0.25, freeze=False -> val_acc=0.7331, val_loss=0.5215, val_f1=0.7599
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.001, clip=1.0, freeze=True -> val_acc=0.6568, val_loss=0.6066, val_f1=0.7344
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.001, clip=1.0, freeze=False -> val_acc=0.7408, val_loss=0.5075, val_f1=0.7476
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.001, clip=5.0, freeze=True -> val_acc=0.6129, val_loss=0.6307, val_f1=0.7147
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.001, clip=5.0, freeze=False -> val_acc=0.7381, val_loss=0.5057, val_f1=0.7378
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.7144, val_loss=0.5581, val_f1=0.7260
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.7381, val_loss=0.5324, val_f1=0.7651
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.7122, val_loss=0.5595, val_f1=0.7282
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.7386, val_loss=0.5304, val_f1=0.7667
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.7035, val_loss=0.5714, val_f1=0.7389
Baseline | vocab_min_freq=20, hidden_dim=200, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.7342, val_loss=0.5167, val_f1=0.7445
Baseline | vocab_min_freq=20, hidden_dim=200, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.6996, val_loss=0.5880, val_f1=0.7202
Baseline | vocab_min_freq=20, hidden_dim=200, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.7205, val_loss=0.5539, val_f1=0.7402
Baseline | vocab_min_freq=20, hidden_dim=200, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.6930, val_loss=0.5941, val_f1=0.7269
Baseline | vocab_min_freq=20, hidden_dim=200, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.7243, val_loss=0.5518, val_f1=0.7485
Baseline | vocab_min_freq=20, hidden_dim=200, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.6842, val_loss=0.6031, val_f1=0.7183
Baseline | vocab_min_freq=20, hidden_dim=200, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.7254, val_loss=0.5578, val_f1=0.7505
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.001, clip=0.25, freeze=True -> val_acc=0.6271, val_loss=0.6354, val_f1=0.4666
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.001, clip=0.25, freeze=False -> val_acc=0.7424, val_loss=0.5028, val_f1=0.7541
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.001, clip=1.0, freeze=True -> val_acc=0.6798, val_loss=0.6035, val_f1=0.6010
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.001, clip=1.0, freeze=False -> val_acc=0.7430, val_loss=0.5013, val_f1=0.7539
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.001, clip=5.0, freeze=True -> val_acc=0.6513, val_loss=0.6140, val_f1=0.5428
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.001, clip=5.0, freeze=False -> val_acc=0.7479, val_loss=0.5060, val_f1=0.7681
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.7172, val_loss=0.5555, val_f1=0.7137
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.7348, val_loss=0.5170, val_f1=0.7306
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.7199, val_loss=0.5546, val_f1=0.7237
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.7348, val_loss=0.5119, val_f1=0.7368
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.7166, val_loss=0.5622, val_f1=0.7235
Baseline | vocab_min_freq=20, hidden_dim=300, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.7348, val_loss=0.5145, val_f1=0.7475
Baseline | vocab_min_freq=20, hidden_dim=300, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.7046, val_loss=0.5765, val_f1=0.6981
Baseline | vocab_min_freq=20, hidden_dim=300, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.7243, val_loss=0.5441, val_f1=0.7170
Baseline | vocab_min_freq=20, hidden_dim=300, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.7040, val_loss=0.5781, val_f1=0.6991
Baseline | vocab_min_freq=20, hidden_dim=300, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.7265, val_loss=0.5396, val_f1=0.7215
Baseline | vocab_min_freq=20, hidden_dim=300, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.6760, val_loss=0.5929, val_f1=0.6349
Baseline | vocab_min_freq=20, hidden_dim=300, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.7282, val_loss=0.5450, val_f1=0.7233
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.001, clip=0.25, freeze=True -> val_acc=0.6760, val_loss=0.5841, val_f1=0.7389
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.001, clip=0.25, freeze=False -> val_acc=0.7479, val_loss=0.5097, val_f1=0.7635
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.001, clip=1.0, freeze=True -> val_acc=0.7035, val_loss=0.5682, val_f1=0.7426
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.001, clip=1.0, freeze=False -> val_acc=0.7392, val_loss=0.5054, val_f1=0.7545
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.001, clip=5.0, freeze=True -> val_acc=0.6722, val_loss=0.5858, val_f1=0.7371
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.001, clip=5.0, freeze=False -> val_acc=0.7446, val_loss=0.5010, val_f1=0.7619
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.7122, val_loss=0.5568, val_f1=0.7403
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.7331, val_loss=0.5177, val_f1=0.7379
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.7029, val_loss=0.5644, val_f1=0.7425
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.7304, val_loss=0.5142, val_f1=0.7353
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.7166, val_loss=0.5620, val_f1=0.7446
Baseline | vocab_min_freq=20, hidden_dim=400, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.7320, val_loss=0.5138, val_f1=0.7434
Baseline | vocab_min_freq=20, hidden_dim=400, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.7057, val_loss=0.5687, val_f1=0.7309
Baseline | vocab_min_freq=20, hidden_dim=400, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.7381, val_loss=0.5377, val_f1=0.7550
Baseline | vocab_min_freq=20, hidden_dim=400, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.7018, val_loss=0.5709, val_f1=0.7365
Baseline | vocab_min_freq=20, hidden_dim=400, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.7381, val_loss=0.5336, val_f1=0.7555
Baseline | vocab_min_freq=20, hidden_dim=400, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.7057, val_loss=0.5739, val_f1=0.7296
Baseline | vocab_min_freq=20, hidden_dim=400, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.7408, val_loss=0.5334, val_f1=0.7503
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.001, clip=0.25, freeze=True -> val_acc=0.6535, val_loss=0.6230, val_f1=0.6136
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.001, clip=0.25, freeze=False -> val_acc=0.6755, val_loss=0.5880, val_f1=0.6534
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.001, clip=1.0, freeze=True -> val_acc=0.6222, val_loss=0.6429, val_f1=0.5169
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.001, clip=1.0, freeze=False -> val_acc=0.6991, val_loss=0.5853, val_f1=0.7125
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.001, clip=5.0, freeze=True -> val_acc=0.6568, val_loss=0.6296, val_f1=0.6537
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.001, clip=5.0, freeze=False -> val_acc=0.6985, val_loss=0.5856, val_f1=0.7226
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.6118, val_loss=0.6481, val_f1=0.5032
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.6623, val_loss=0.6090, val_f1=0.6050
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.6096, val_loss=0.6490, val_f1=0.4918
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.6606, val_loss=0.6017, val_f1=0.6028
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.6502, val_loss=0.6373, val_f1=0.6610
Baseline | vocab_min_freq=50, hidden_dim=200, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.6744, val_loss=0.5922, val_f1=0.6546
Baseline | vocab_min_freq=50, hidden_dim=200, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.6502, val_loss=0.6433, val_f1=0.6691
Baseline | vocab_min_freq=50, hidden_dim=200, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.6645, val_loss=0.6205, val_f1=0.6648
Baseline | vocab_min_freq=50, hidden_dim=200, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.6381, val_loss=0.6506, val_f1=0.6587
Baseline | vocab_min_freq=50, hidden_dim=200, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.6562, val_loss=0.6233, val_f1=0.6402
Baseline | vocab_min_freq=50, hidden_dim=200, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.6183, val_loss=0.6569, val_f1=0.6784
Baseline | vocab_min_freq=50, hidden_dim=200, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.6683, val_loss=0.6284, val_f1=0.7019
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.001, clip=0.25, freeze=True -> val_acc=0.5706, val_loss=0.6859, val_f1=0.3724
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.001, clip=0.25, freeze=False -> val_acc=0.6705, val_loss=0.5970, val_f1=0.6226
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.001, clip=1.0, freeze=True -> val_acc=0.6167, val_loss=0.6395, val_f1=0.5543
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.001, clip=1.0, freeze=False -> val_acc=0.6853, val_loss=0.5831, val_f1=0.6554
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.001, clip=5.0, freeze=True -> val_acc=0.6359, val_loss=0.6408, val_f1=0.6165
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.001, clip=5.0, freeze=False -> val_acc=0.6853, val_loss=0.5818, val_f1=0.6559
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.6299, val_loss=0.6359, val_f1=0.5750
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.6409, val_loss=0.6407, val_f1=0.5420
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.6194, val_loss=0.6403, val_f1=0.5395
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.6568, val_loss=0.6066, val_f1=0.5981
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.6359, val_loss=0.6378, val_f1=0.6102
Baseline | vocab_min_freq=50, hidden_dim=300, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.6793, val_loss=0.5954, val_f1=0.6693
Baseline | vocab_min_freq=50, hidden_dim=300, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.6222, val_loss=0.6457, val_f1=0.5646
Baseline | vocab_min_freq=50, hidden_dim=300, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.6496, val_loss=0.6208, val_f1=0.6175
Baseline | vocab_min_freq=50, hidden_dim=300, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.6096, val_loss=0.6498, val_f1=0.5451
Baseline | vocab_min_freq=50, hidden_dim=300, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.6425, val_loss=0.6217, val_f1=0.6033
Baseline | vocab_min_freq=50, hidden_dim=300, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.6211, val_loss=0.6485, val_f1=0.5878
Baseline | vocab_min_freq=50, hidden_dim=300, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.6650, val_loss=0.6203, val_f1=0.6600
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.001, clip=0.25, freeze=True -> val_acc=0.5717, val_loss=0.6978, val_f1=0.3158
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.001, clip=0.25, freeze=False -> val_acc=0.6557, val_loss=0.6433, val_f1=0.5588
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.001, clip=1.0, freeze=True -> val_acc=0.6019, val_loss=0.6512, val_f1=0.4569
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.001, clip=1.0, freeze=False -> val_acc=0.6617, val_loss=0.6136, val_f1=0.5769
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.001, clip=5.0, freeze=True -> val_acc=0.5470, val_loss=0.6868, val_f1=0.2667
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.001, clip=5.0, freeze=False -> val_acc=0.6969, val_loss=0.5881, val_f1=0.7134
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.0001, clip=0.25, freeze=True -> val_acc=0.6079, val_loss=0.6497, val_f1=0.4607
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.0001, clip=0.25, freeze=False -> val_acc=0.6409, val_loss=0.6331, val_f1=0.5233
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.0001, clip=1.0, freeze=True -> val_acc=0.6255, val_loss=0.6381, val_f1=0.5163
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.0001, clip=1.0, freeze=False -> val_acc=0.6683, val_loss=0.6019, val_f1=0.6011
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.0001, clip=5.0, freeze=True -> val_acc=0.6436, val_loss=0.6334, val_f1=0.6097
Baseline | vocab_min_freq=50, hidden_dim=400, lr=0.0001, clip=5.0, freeze=False -> val_acc=0.6485, val_loss=0.6089, val_f1=0.5598
Baseline | vocab_min_freq=50, hidden_dim=400, lr=5e-05, clip=0.25, freeze=True -> val_acc=0.6507, val_loss=0.6330, val_f1=0.6888
Baseline | vocab_min_freq=50, hidden_dim=400, lr=5e-05, clip=0.25, freeze=False -> val_acc=0.6886, val_loss=0.6087, val_f1=0.7036
Baseline | vocab_min_freq=50, hidden_dim=400, lr=5e-05, clip=1.0, freeze=True -> val_acc=0.6403, val_loss=0.6426, val_f1=0.7002
Baseline | vocab_min_freq=50, hidden_dim=400, lr=5e-05, clip=1.0, freeze=False -> val_acc=0.6864, val_loss=0.6069, val_f1=0.6996
Baseline | vocab_min_freq=50, hidden_dim=400, lr=5e-05, clip=5.0, freeze=True -> val_acc=0.6370, val_loss=0.6437, val_f1=0.6821
Baseline | vocab_min_freq=50, hidden_dim=400, lr=5e-05, clip=5.0, freeze=False -> val_acc=0.6782, val_loss=0.6127, val_f1=0.6744

=== Best RNN Config ===
val_acc=0.8237, val_loss=0.4548, val_f1=0.8210, vocab_min_freq=1, hidden_dim=200, lr=0.001, clip=0.25, freeze=True

=== Best Baseline Config ===
val_acc=0.8215, val_loss=0.3967, val_f1=0.8225, vocab_min_freq=1, hidden_dim=200, lr=0.0001, clip=1.0, freeze=False

=== Final Evaluation: RNN Model (5 runs) ===
Seed 100 -> val_acc=0.7886, val_loss=0.6942, val_f1=0.8078
Seed 200 -> val_acc=0.7545, val_loss=1.3329, val_f1=0.7088
Seed 300 -> val_acc=0.8034, val_loss=0.6248, val_f1=0.7902
Seed 400 -> val_acc=0.8138, val_loss=0.5610, val_f1=0.8250
Seed 500 -> val_acc=0.7529, val_loss=0.8914, val_f1=0.7020
RNN mean acc = 0.7826, std = 0.0279
RNN mean loss = 0.8209, std = 0.3119
RNN mean f1 = 0.7667, std = 0.0574

=== Final Evaluation: Baseline Model (5 runs) ===
Seed 100 -> val_acc=0.8193, val_loss=0.4105, val_f1=0.8207
Seed 200 -> val_acc=0.7397, val_loss=0.7147, val_f1=0.6930
Seed 300 -> val_acc=0.7781, val_loss=0.5671, val_f1=0.7930
Seed 400 -> val_acc=0.7990, val_loss=0.4339, val_f1=0.8082
Seed 500 -> val_acc=0.7221, val_loss=0.7171, val_f1=0.6391
Baseline mean acc = 0.7717, std = 0.0404
Baseline mean loss = 0.5687, std = 0.1471
Baseline mean f1 = 0.7508, std = 0.0803
